2026-03-26 17:19:54.466 [info] Reading sessions from keychain...
2026-03-26 18:15:51.057 [info] Got 1 sessions for read:user,repo,user:email,workflow...
2026-03-26 18:15:51.058 [info] Getting sessions for all scopes...
2026-03-26 18:15:51.058 [info] Got 3 sessions for ...
2026-03-26 18:15:51.088 [info] Getting sessions for all scopes...
2026-03-26 18:15:51.088 [info] Got 3 sessions for ...
2026-03-26 18:15:51.090 [info] Getting sessions for read:user,repo,user:email,workflow...
2026-03-26 18:15:51.090 [info] Got 1 sessions for read:user,repo,user:email,workflow...
2026-03-26 18:15:51.393 [info] Getting sessions for all scopes...
2026-03-26 18:15:51.393 [info] Got 3 sessions for ...
2026-03-26 18:15:51.394 [info] Getting sessions for read:user,repo,user:email,workflow...
2026-03-26 18:15:51.394 [info] Got 1 sessions for read:user,repo,user:email,workflow...
2026-03-26 18:15:51.475 [info] Getting sessions for all scopes...
2026-03-26 18:15:51.475 [info] Got 3 sessions for ...
2026-03-26 18:15:51.480 [info] Getting sessions for read:user,repo,user:email,workflow...
2026-03-26 18:15:51.480 [info] Got 1 sessions for read:user,repo,user:email,workflow...
2026-03-26 18:16:08.324 [info] Getting sessions for all scopes...
2026-03-26 18:16:08.324 [info] Got 3 sessions for ...
2026-03-26 18:16:08.325 [info] Getting sessions for all scopes...
2026-03-26 18:16:08.325 [info] Got 3 sessions for ...
2026-03-26 18:23:17.568 [info] Getting sessions for all scopes...
2026-03-26 18:23:17.568 [info] Got 3 sessions for ...
2026-03-26 18:23:17.569 [info] Getting sessions for all scopes...
2026-03-26 18:23:17.569 [info] Got 3 sessions for ...
2026-03-26 18:29:07.257 [info] Getting sessions for all scopes...
2026-03-26 18:29:07.257 [info] Got 3 sessions for ...
2026-03-26 18:29:07.258 [info] Getting sessions for all scopes...
2026-03-26 18:29:07.258 [info] Got 3 sessions for ...
2026-03-26 18:34:31.855 [info] Getting sessions for all scopes...
2026-03-26 18:34:31.855 [info] Got 3 sessions for ...
2026-03-26 18:34:31.856 [info] Getting sessions for all scopes...
2026-03-26 18:34:31.856 [info] Got 3 sessions for ...
2026-03-26 18:42:18.362 [info] Getting sessions for all scopes...
2026-03-26 18:42:18.362 [info] Got 3 sessions for ...
2026-03-26 18:42:18.362 [info] Getting sessions for all scopes...
2026-03-26 18:42:18.362 [info] Got 3 sessions for ...
2026-03-26 18:42:18.837 [info] Getting sessions for all scopes...
2026-03-26 18:42:18.837 [info] Got 3 sessions for ...
2026-03-26 18:42:18.838 [info] Getting sessions for all scopes...
2026-03-26 18:42:18.838 [info] Got 3 sessions for ...
2026-03-26 18:44:45.050 [info] Getting sessions for all scopes...
2026-03-26 18:44:45.050 [info] Got 3 sessions for ...
2026-03-26 18:44:45.051 [info] Getting sessions for all scopes...
2026-03-26 18:44:45.051 [info] Got 3 sessions for ...
2026-03-26 18:44:46.827 [info] Getting sessions for all scopes...
2026-03-26 18:44:46.827 [info] Got 3 sessions for ...
2026-03-26 18:44:46.828 [info] Getting sessions for all scopes...
2026-03-26 18:44:46.828 [info] Got 3 sessions for ...
2026-03-26 18:45:10.458 [info] Getting sessions for all scopes...
2026-03-26 18:45:10.458 [info] Got 3 sessions for ...
2026-03-26 18:45:10.459 [info] Getting sessions for all scopes...
2026-03-26 18:45:10.459 [info] Got 3 sessions for ...
2026-03-26 18:45:15.181 [info] Getting sessions for all scopes...
2026-03-26 18:45:15.181 [info] Got 3 sessions for ...
2026-03-26 18:45:15.182 [info] Getting sessions for all scopes...
2026-03-26 18:45:15.182 [info] Got 3 sessions for ...
2026-03-26 18:45:16.981 [info] Getting sessions for all scopes...
2026-03-26 18:45:16.981 [info] Got 3 sessions for ...
2026-03-26 18:45:16.982 [info] Getting sessions for all scopes...
2026-03-26 18:45:16.987 [info] Got 3 sessions for ...
2026-03-26 18:45:30.756 [info] Getting sessions for all scopes...
2026-03-26 18:45:30.756 [info] Got 3 sessions for ...
2026-03-26 18:45:30.756 [info] Getting sessions for all scopes...
2026-03-26 18:45:30.756 [info] Got 3 sessions for ...
2026-03-26 18:48:09.982 [info] Getting sessions for all scopes...
2026-03-26 18:48:09.982 [info] Got 3 sessions for ...
2026-03-26 18:48:09.982 [info] Getting sessions for all scopes...
2026-03-26 18:48:09.982 [info] Got 3 sessions for ...
2026-03-26 18:48:33.040 [info] Getting sessions for all scopes...
2026-03-26 18:48:33.040 [info] Got 3 sessions for ...
2026-03-26 18:48:33.041 [info] Getting sessions for all scopes...
2026-03-26 18:48:33.041 [info] Got 3 sessions for ...
2026-03-26 18:48:33.261 [info] Getting sessions for all scopes...
2026-03-26 18:48:33.261 [info] Got 3 sessions for ...
2026-03-26 18:48:33.262 [info] Getting sessions for all scopes...
2026-03-26 18:48:33.262 [info] Got 3 sessions for ...
2026-03-26 18:48:33.472 [info] Getting sessions for all scopes...
2026-03-26 18:48:33.472 [info] Got 3 sessions for ...
2026-03-26 18:48:33.478 [info] Getting sessions for all scopes...
2026-03-26 18:48:33.478 [info] Got 3 sessions for ...
2026-03-26 18:48:36.621 [info] Getting sessions for all scopes...
2026-03-26 18:48:36.621 [info] Got 3 sessions for ...
2026-03-26 18:48:36.622 [info] Getting sessions for all scopes...
2026-03-26 18:48:36.623 [info] Got 3 sessions for ...
2026-03-26 20:00:06.036 [info] Getting sessions for all scopes...
2026-03-26 20:00:06.036 [info] Got 3 sessions for ...
2026-03-26 20:00:06.037 [info] Getting sessions for all scopes...
2026-03-26 20:00:06.037 [info] Got 3 sessions for ...
2026-03-26 20:10:52.565 [info] Getting sessions for all scopes...
2026-03-26 20:10:52.565 [info] Got 3 sessions for ...
2026-03-26 20:10:52.566 [info] Getting sessions for all scopes...
2026-03-26 20:10:52.566 [info] Got 3 sessions for ...
2026-03-26 20:10:53.639 [info] Getting sessions for all scopes...
2026-03-26 20:10:53.639 [info] Got 3 sessions for ...
2026-03-26 20:10:53.640 [info] Getting sessions for all scopes...
2026-03-26 20:10:53.640 [info] Got 3 sessions for ...
2026-03-26 20:10:53.868 [info] Getting sessions for all scopes...
2026-03-26 20:10:53.868 [info] Got 3 sessions for ...
2026-03-26 20:10:53.869 [info] Getting sessions for all scopes...
2026-03-26 20:10:53.869 [info] Got 3 sessions for ...
2026-03-26 20:11:09.804 [info] Getting sessions for all scopes...
2026-03-26 20:11:09.804 [info] Got 3 sessions for ...
2026-03-26 20:11:09.805 [info] Getting sessions for all scopes...
2026-03-26 20:11:09.805 [info] Got 3 sessions for ...
2026-03-26 20:11:11.840 [info] Getting sessions for all scopes...
2026-03-26 20:11:11.840 [info] Got 3 sessions for ...
2026-03-26 20:11:11.841 [info] Getting sessions for all scopes...
2026-03-26 20:11:11.841 [info] Got 3 sessions for ...
2026-03-26 20:18:29.924 [info] Getting sessions for all scopes...
2026-03-26 20:18:29.924 [info] Got 3 sessions for ...
2026-03-26 20:18:29.925 [info] Getting sessions for all scopes...
2026-03-26 20:18:29.925 [info] Got 3 sessions for ...
2026-03-26 20:18:30.257 [info] Getting sessions for all scopes...
2026-03-26 20:18:30.257 [info] Got 3 sessions for ...
2026-03-26 20:18:30.258 [info] Getting sessions for all scopes...
2026-03-26 20:18:30.258 [info] Got 3 sessions for ...
2026-03-26 20:18:30.489 [info] Getting sessions for all scopes...
2026-03-26 20:18:30.489 [info] Got 3 sessions for ...
2026-03-26 20:18:30.500 [info] Getting sessions for all scopes...
2026-03-26 20:18:30.501 [info] Got 3 sessions for ...
2026-03-26 20:18:30.691 [info] Getting sessions for all scopes...
2026-03-26 20:18:30.691 [info] Got 3 sessions for ...
2026-03-26 20:18:30.692 [info] Getting sessions for all scopes...
2026-03-26 20:18:30.692 [info] Got 3 sessions for ...
2026-03-26 20:18:30.902 [info] Getting sessions for all scopes...
2026-03-26 20:18:30.902 [info] Got 3 sessions for ...
2026-03-26 20:18:30.903 [info] Getting sessions for all scopes...
2026-03-26 20:18:30.903 [info] Got 3 sessions for ...
2026-03-26 20:18:31.095 [info] Getting sessions for all scopes...
2026-03-26 20:18:31.095 [info] Got 3 sessions for ...
2026-03-26 20:18:31.111 [info] Getting sessions for all scopes...
2026-03-26 20:18:31.111 [info] Got 3 sessions for ...
2026-03-26 20:18:31.299 [info] Getting sessions for all scopes...
2026-03-26 20:18:31.300 [info] Got 3 sessions for ...
2026-03-26 20:18:31.300 [info] Getting sessions for all scopes...
2026-03-26 20:18:31.300 [info] Got 3 sessions for ...
2026-03-26 20:18:31.513 [info] Getting sessions for all scopes...
2026-03-26 20:18:31.513 [info] Got 3 sessions for ...
2026-03-26 20:18:31.514 [info] Getting sessions for all scopes...
2026-03-26 20:18:31.514 [info] Got 3 sessions for ...
2026-03-26 20:18:31.711 [info] Getting sessions for all scopes...
2026-03-26 20:18:31.711 [info] Got 3 sessions for ...
2026-03-26 20:18:31.713 [info] Getting sessions for all scopes...
2026-03-26 20:18:31.713 [info] Got 3 sessions for ...
2026-03-26 20:18:31.931 [info] Getting sessions for all scopes...
2026-03-26 20:18:31.931 [info] Got 3 sessions for ...
2026-03-26 20:18:31.932 [info] Getting sessions for all scopes...
2026-03-26 20:18:31.932 [info] Got 3 sessions for ...
2026-03-26 20:18:32.141 [info] Getting sessions for all scopes...
2026-03-26 20:18:32.141 [info] Got 3 sessions for ...
2026-03-26 20:18:32.143 [info] Getting sessions for all scopes...
2026-03-26 20:18:32.144 [info] Got 3 sessions for ...
2026-03-26 20:18:32.331 [info] Getting sessions for all scopes...
2026-03-26 20:18:32.331 [info] Got 3 sessions for ...
2026-03-26 20:18:32.332 [info] Getting sessions for all scopes...
2026-03-26 20:18:32.332 [info] Got 3 sessions for ...
2026-03-26 20:18:32.558 [info] Getting sessions for all scopes...
2026-03-26 20:18:32.558 [info] Got 3 sessions for ...
2026-03-26 20:18:32.568 [info] Getting sessions for all scopes...
2026-03-26 20:18:32.568 [info] Got 3 sessions for ...
2026-03-26 20:18:32.788 [info] Getting sessions for all scopes...
2026-03-26 20:18:32.788 [info] Got 3 sessions for ...
2026-03-26 20:18:32.789 [info] Getting sessions for all scopes...
2026-03-26 20:18:32.789 [info] Got 3 sessions for ...
2026-03-26 20:18:33.381 [info] Getting sessions for all scopes...
2026-03-26 20:18:33.381 [info] Got 3 sessions for ...
2026-03-26 20:18:33.382 [info] Getting sessions for all scopes...
2026-03-26 20:18:33.382 [info] Got 3 sessions for ...
2026-03-26 20:18:33.864 [info] Getting sessions for all scopes...
2026-03-26 20:18:33.865 [info] Got 3 sessions for ...
2026-03-26 20:18:33.865 [info] Getting sessions for all scopes...
2026-03-26 20:18:33.865 [info] Got 3 sessions for ...
2026-03-26 20:18:34.114 [info] Getting sessions for all scopes...
2026-03-26 20:18:34.114 [info] Got 3 sessions for ...
2026-03-26 20:18:34.119 [info] Getting sessions for all scopes...
2026-03-26 20:18:34.119 [info] Got 3 sessions for ...
2026-03-26 20:18:34.402 [info] Getting sessions for all scopes...
2026-03-26 20:18:34.402 [info] Got 3 sessions for ...
2026-03-26 20:18:34.403 [info] Getting sessions for all scopes...
2026-03-26 20:18:34.403 [info] Got 3 sessions for ...
2026-03-26 20:18:34.600 [info] Getting sessions for all scopes...
2026-03-26 20:18:34.600 [info] Got 3 sessions for ...
2026-03-26 20:18:34.601 [info] Getting sessions for all scopes...
2026-03-26 20:18:34.601 [info] Got 3 sessions for ...
2026-03-26 20:18:34.803 [info] Getting sessions for all scopes...
2026-03-26 20:18:34.803 [info] Got 3 sessions for ...
2026-03-26 20:18:34.804 [info] Getting sessions for all scopes...
2026-03-26 20:18:34.804 [info] Got 3 sessions for ...
2026-03-26 21:02:47.466 [info] Getting sessions for all scopes...
2026-03-26 21:02:47.466 [info] Got 3 sessions for ...
2026-03-26 21:02:47.470 [info] Getting sessions for all scopes...
2026-03-26 21:02:47.470 [info] Got 3 sessions for ...
2026-03-26 21:02:51.138 [info] Getting sessions for all scopes...
2026-03-26 21:02:51.138 [info] Got 3 sessions for ...
2026-03-26 21:02:51.140 [info] Getting sessions for all scopes...
2026-03-26 21:02:51.140 [info] Got 3 sessions for ...
2026-03-26 21:05:07.518 [info] Getting sessions for all scopes...
2026-03-26 21:05:07.519 [info] Got 3 sessions for ...
2026-03-26 21:05:07.520 [info] Getting sessions for all scopes...
2026-03-26 21:05:07.520 [info] Got 3 sessions for ...
2026-03-26 21:05:09.277 [info] Getting sessions for all scopes...
2026-03-26 21:05:09.277 [info] Got 3 sessions for ...
2026-03-26 21:05:09.281 [info] Getting sessions for read:user,repo,user:email,workflow...
2026-03-26 21:05:09.281 [info] Got 1 sessions for read:user,repo,user:email,workflow...
2026-03-26 21:05:10.215 [info] Getting sessions for all scopes...
2026-03-26 21:05:10.215 [info] Got 3 sessions for ...
2026-03-26 21:05:10.215 [info] Getting sessions for all scopes...
2026-03-26 21:05:10.215 [info] Got 3 sessions for ...
2026-03-26 21:05:10.218 [info] Getting sessions for read:user,repo,user:email,workflow...
2026-03-26 21:05:10.218 [info] Got 1 sessions for read:user,repo,user:email,workflow...
2026-03-26 21:05:10.237 [info] Getting sessions for all scopes...
2026-03-26 21:05:10.237 [info] Got 3 sessions for ...
2026-03-26 21:05:10.240 [info] Getting sessions for read:user,repo,user:email,workflow...
2026-03-26 21:05:10.240 [info] Got 1 sessions for read:user,repo,user:email,workflow...
2026-03-26 21:05:10.730 [info] Getting sessions for all scopes...
2026-03-26 21:05:10.730 [info] Got 3 sessions for ...
2026-03-26 21:05:10.734 [info] Getting sessions for read:user,repo,user:email,workflow...
2026-03-26 21:05:10.734 [info] Got 1 sessions for read:user,repo,user:email,workflow...
2026-03-26 21:05:46.556 [info] Getting sessions for all scopes...
2026-03-26 21:05:46.556 [info] Got 3 sessions for ...
2026-03-26 21:05:46.557 [info] Getting sessions for all scopes...
2026-03-26 21:05:46.557 [info] Got 3 sessions for ...
2026-03-26 21:06:08.239 [info] Getting sessions for all scopes...
2026-03-26 21:06:08.239 [info] Got 3 sessions for ...
2026-03-26 21:06:08.269 [info] Getting sessions for all scopes...
2026-03-26 21:06:08.269 [info] Got 3 sessions for ...
2026-03-26 21:06:09.388 [info] Getting sessions for all scopes...
2026-03-26 21:06:09.388 [info] Got 3 sessions for ...
2026-03-26 21:06:09.388 [info] Getting sessions for all scopes...
2026-03-26 21:06:09.388 [info] Got 3 sessions for ...
2026-03-26 21:06:31.004 [info] Getting sessions for all scopes...
2026-03-26 21:06:31.005 [info] Got 3 sessions for ...
2026-03-26 21:06:31.005 [info] Getting sessions for all scopes...
2026-03-26 21:06:31.005 [info] Got 3 sessions for ...
2026-03-26 21:06:35.547 [info] Getting sessions for all scopes...
2026-03-26 21:06:35.547 [info] Got 3 sessions for ...
2026-03-26 21:06:35.548 [info] Getting sessions for all scopes...
2026-03-26 21:06:35.548 [info] Got 3 sessions for ...
2026-03-26 21:09:08.428 [info] Getting sessions for all scopes...
2026-03-26 21:09:08.428 [info] Got 3 sessions for ...
2026-03-26 21:09:08.431 [info] Getting sessions for all scopes...
2026-03-26 21:09:08.431 [info] Got 3 sessions for ...
2026-03-27 00:01:01.899 [info] Getting sessions for all scopes...
2026-03-27 00:01:01.899 [info] Got 3 sessions for ...
2026-03-27 00:01:01.899 [info] Getting sessions for all scopes...
2026-03-27 00:01:01.899 [info] Got 3 sessions for ...
